"FMID","Market_Name","Address_Street_Number","Address_City","Address_State","Address_Zip","Latitude","Longitude","Spring_Day_A","Spring_Freq_A","Spring_Day_B","Spring_Freq_B","Summer_Day_A","Summer_Freq_A","Summer_Day_B","Summer_Freq_B","Fall_Day_A","Fall_Freq_A","Fall_Day_B","Fall_Freq_B","Accepts_CreditCards","Items","UpdateTime"
"1000663783","11th Street Farmers Market","80889 11th Street","Mocksville","NC","27028","35.890325","-80.549161","WEDNESDAY","EVERY OTHER WEEK","","","THURSDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2017/6/4"
"1000349155","New Street Market","672 New Street","Pearl River","NY","10965","41.060279","-74.001095","Saturday","every other week","","","Friday","weekly","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2017/4/3"
"1000816925","Walnut Street Market","6302 Walnut Street","Manitowoc","WI","54220","44.091435","-87.670409","Saturday","weekly","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013/8/12"
"1000413208","Florida Home Grown Market","6821 Union Street","Orange Park","FL","32073","30.159558","-81.698784","Sunday","weekly","","","Wednesday","weekly","Sunday","every other week","Wednesday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2015/11/29"
"1000977884","Pennsylvania Home Grown Market","4055 9th Street","Schnecksville","PA","18078","40.668391","-75.60994","","","","","Saturday","weekly","","","Saturday","weekly","Friday","every other week","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2015/2/6"
"1000480956","Main Street South Farmers Market","845 Main Street South","Bronx","NY","10459","40.840652","-73.870369","","","","","SUNDAY","WEEKLY","","","SUNDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2017/9/28"
"1000175911","2nd ST Farmers Market","8460 2nd ST","Ionia","MI","48846","42.979953","-85.050361","THURSDAY","FIRST OF MONTH","","","SATURDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012 Apr 07"
"1000067813","Walnut Avenue Market","869 Walnut Avenue","Archbold","OH","43502","41.509932","-84.299683","Saturday","weekly","","","Saturday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:Y","2014 May 09"
"1000821469","Texas Home Grown Farmers Market","13448 12th Street","Duncanville","TX","75137","32.640648","-96.910945","Saturday","first of month","Sunday","weekly","Sunday","every other week","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015 Apr 16"
"1000133015","Maple Street Market","5639 Maple Street","New Bedford","MA","2744","41.660488","-70.930685","SUNDAY","EVERY OTHER WEEK","","","SATURDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2013/3/19"
"1000261635","Pennsylvania Home Grown Farmers Market","88026 Cedar Street","Philadelphia","PA","19133","39.950637","-75.159947","","","","","Saturday","every other week","Sunday","first of month","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/11/27"
"1000533339","Hickory Lane Farmers Market","190 Hickory Lane","Normal","IL","61761","40.510243","-88.989791","Saturday","weekly","","","Wednesday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2016/2/12"
"1000456333","OOM Farmers Market","53328 Cherry Street","Warren","MI","48089","42.48914","-83.019053","Sunday","weekly","","","Friday","first of month","Sunday","weekly","Saturday","weekly","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2013/6/13"
"1000456848","ZJI Market","10594 Walnut Street","El Paso","TX","79927","31.839935","-106.429287","","","","","Sunday","weekly","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2012 Jul 01"
"1000605784","Poteet Farmers Market","3361 Glenwood Avenue","Poteet","TX","78065","29.030797","-98.570809","Sunday","every other week","","","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014/9/13"
"1000398187","Penn Yan Farmers Market","9872 Oak AVE","Penn Yan","NY","14527","42.659283","-77.049218","SUNDAY","EVERY OTHER WEEK","","","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014 Feb 16"
"1000511491","River Road Farmers Market","660 River Road","San Antonio","TX","78255","29.450613","-98.498563","","","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2014/9/20"
"1000259345","Chicago Market","403 8th Street","Chicago","IL","60609","41.830593","-87.681293","Saturday","weekly","","","Thursday","weekly","Sunday","weekly","Wednesday","weekly","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/2/25"
"1000303254","Primrose Lane Farmers Market","795 Primrose Lane","San Antonio","TX","78210","29.450466","-98.500372","","","","","Sunday","every other week","Tuesday","weekly","Sunday","first of month","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2017/5/19"
"1000629175","Mechanic Street Farmers Market","8737 Mechanic Street","Passaic","NJ","7055","40.850742","-74.120062","Sunday","weekly","","","Saturday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/5/28"
"1000349770","Pennsylvania Home Grown Market","6198 Center Street","Philadelphia","PA","19122","39.948806","-75.158772","Friday","weekly","","","Thursday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012 Dec 20"
"1000801187","Shreveport Farmers Market","2926 Cottage Street","Shreveport","LA","71118","32.470583","-93.790359","Friday","weekly","","","Saturday","weekly","Sunday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2016/9/14"
"1000608413","Riverside Drive Market","47067 Riverside Drive","Daytona Beach","FL","32117","29.189265","-81.049205","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2012/11/7"
"1000752984","Magnolia Avenue Farmers Market","6214 Magnolia Avenue","Atlanta","GA","30316","33.72099","-84.32048","Sunday","weekly","","","Friday","every other week","Saturday","weekly","Saturday","weekly","Sunday","weekly","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2016/3/22"
"1000454538","Penn Street Farmers Market","6871 Penn Street","Wilmington","DE","19808","39.729872","-75.529855","Saturday","weekly","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2014 Nov 22"
"1000370265","Pell City Farmers Market","380 Oxford Court","Pell City","AL","35128","33.559492","-86.270403","Sunday","weekly","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2015/8/16"
"1000495247","Connecticut Home Grown Farmers Market","4338 Essex Court","Ansonia","CT","6401","41.338667","-73.060601","Wednesday","weekly","","","Saturday","every other week","Friday","weekly","Sunday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2012/3/21"
"1000990524","Arkansas Home Grown Market","2239 Cherry Street","Little Rock","AR","72223","34.720177","-92.350915","Sunday","weekly","","","Sunday","every other week","Tuesday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/6/23"
"1000975059","Hutchinson Market","9341 7th Street East","Hutchinson","KS","67501","38.060887","-97.91045","","","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2013 Nov 13"
"1000853255","Colonial Drive Farmers Market","30459 Colonial Drive","New York","NY","10040","40.711228","-73.991079","Saturday","weekly","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017 Oct 06"
"1000870889","Cedar Avenue Farmers Market","4070 Cedar Avenue","Roscoe","IL","61073","42.410069","-89.000581","Sunday","every other week","","","Friday","weekly","Saturday","first of month","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2014/2/4"
"1000980321","Laurel Street Farmers Market","539 Laurel Street","Rochester","MN","55902","44.011497","-92.469258","SUNDAY","WEEKLY","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2017/10/14"
"1000262200","Henry Street Farmers Market","47450 Henry Street","Madisonville","TN","37354","35.520189","-84.34999","FRIDAY","EVERY OTHER WEEK","","","THURSDAY","EVERY OTHER WEEK","","","","","","","false","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/3/4"
"1000142537","New Jersey Home Grown Farmers Market","300 Orange Street","Lincroft","NJ","7738","40.338489","-74.120242","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2014/9/16"
"1000865021","Georgia Home Grown Market","6796 Court Street","Cuthbert","GA","39840","31.770203","-84.749127","Sunday","every other week","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2017/12/3"
"1000596576","West ST Market","562 West ST","Jenison","MI","49428","42.898226","-85.81869","Saturday","weekly","","","Sunday","every other week","Wednesday","every other week","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014 Mar 28"
"1000817567","6th ST Farmers Market","6072 6th ST","Bronx","NY","10455","40.840608","-73.871289","Thursday","weekly","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2013 Jun 06"
"1000119244","Hillside AVE Farmers Market","64998 Hillside AVE","Brooklyn","NY","11233","40.638395","-73.939879","Sunday","weekly","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014 Sep 05"
"1000583729","Austin Farmers Market","1044 Warren Street","Austin","TX","78704","30.260119","-97.741927","","","","","Wednesday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014/6/8"
"1000306012","Oklahoma Home Grown Farmers Market","47162 Cottage Street","Carnegie","OK","73015","35.099601","-98.590796","SUNDAY","WEEKLY","","","SATURDAY","WEEKLY","","","WEDNESDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:Y","2014/11/22"
"1000838708","Oklahoma Home Grown Farmers Market","195 Willow Street","Tishomingo","OK","73460","34.229253","-96.66743","Sunday","weekly","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2014/12/29"
"1000170305","Arch ST Farmers Market","945 Arch ST","Johns Island","SC","29455","32.720884","-80.070381","FRIDAY","WEEKLY","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/8/16"
"1000626098","Virginia Home Grown Farmers Market","4396 7th Street East","Arlington","VA","22201","38.869512","-77.101325","","","","","Saturday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2015/5/23"
"1000873079","Linden Street Farmers Market","639 Linden Street","Kinston","NC","28501","35.269488","-77.590465","","","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/9/9"
"1000612947","Roselle Park Market","3872 Church Road","Roselle Park","NJ","7204","40.658786","-74.260758","SUNDAY","WEEKLY","","","SUNDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2016/8/5"
"1000162288","Green Cove Springs Market","8902 Green ST","Green Cove Springs","FL","32043","29.981333","-81.669501","","","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2016/7/15"
"1000228219","Colonial Avenue Farmers Market","28154 Colonial Avenue","Jacksonville","FL","32218","30.330235","-81.648379","Sunday","every other week","","","Saturday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2016/11/30"
"1000022110","Elizabeth Street Farmers Market","3339 Elizabeth Street","Junction City","KS","66441","39.019418","-96.840972","Sunday","weekly","","","Saturday","weekly","Friday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/3/19"
"1000920946","Illinois Home Grown Market","3607 Front Street North","Chicago","IL","60646","41.829288","-87.679139","Saturday","weekly","","","Sunday","every other week","Friday","weekly","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2015/4/1"
"1000019731","Church RD Farmers Market","9874 Church RD","Circleville","OH","43113","39.601554","-82.93091","Saturday","every other week","","","Sunday","every other week","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/6/30"
"1000092161","Palos Park Farmers Market","461 Essex Court","Palos Park","IL","60464","41.66049","-87.839617","Sunday","weekly","","","Sunday","every other week","Saturday","weekly","Thursday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2017/1/16"
"1000531951","Terre Haute Market","791 Elm Street","Terre Haute","IN","47802","39.469589","-87.381054","Saturday","weekly","","","Sunday","weekly","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016 May 25"
"1000520749","Florida Home Grown Farmers Market","6676 Prospect Avenue","Saint Petersburg","FL","33712","27.74983","-82.639622","","","","","Saturday","weekly","Sunday","every other week","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/4/25"
"1000438498","Creek Road Farmers Market","6140 Creek Road","Smyrna","DE","19977","39.288727","-75.600965","","","","","FRIDAY","WEEKLY","","","SATURDAY","WEEKLY","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2014/8/25"
"1000054806","YTV Market","2927 Linden Street","Jericho","NY","11753","40.779485","-73.538371","SATURDAY","WEEKLY","","","MONDAY","WEEKLY","SATURDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2017 Nov 11"
"1000629199","North Street Farmers Market","478 North Street","Morris","MN","56267","45.579619","-95.901275","Sunday","weekly","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2012/9/28"
"1000145599","Minnesota Home Grown Market","5218 Smith Street","Andover","MN","55304","45.250044","-93.330726","Saturday","every other week","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017 Sep 19"
"1000089678","East Street Farmers Market","8707 East Street","Grand Rapids","MI","49505","42.958188","-85.650035","","","","","SUNDAY","WEEKLY","TUESDAY","WEEKLY","SATURDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/6/13"
"1000508636","Cambridge Drive Farmers Market","398 Cambridge Drive","Buffalo","NY","14215","42.879712","-78.851254","","","","","Wednesday","every other week","","","Friday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2013/6/6"
"1000922542","Pennsylvania Home Grown Market","333 1st Avenue","Lykens","PA","17048","40.559147","-76.689615","Saturday","weekly","","","Saturday","weekly","Friday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2017 Aug 12"
"1000820980","Tennessee Home Grown Farmers Market","1532 Monroe Street","Knoxville","TN","37909","35.970051","-83.939724","Saturday","every other week","","","Saturday","weekly","Thursday","first of month","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2017/3/1"
"1000864606","Connecticut Home Grown Market","3561 Bank Street","Windsor Locks","CT","6096","41.92098","-72.649784","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2017 Mar 13"
"1000652945","ONU Farmers Market","2834 Park Street","Lake Villa","IL","60046","42.408178","-88.080636","SUNDAY","EVERY OTHER WEEK","","","SUNDAY","WEEKLY","SATURDAY","WEEKLY","SUNDAY","EVERY OTHER WEEK","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2014/8/11"
"1000369593","Mississippi Home Grown Market","6260 Lilac Lane","Waynesboro","MS","39367","31.66923","-88.640102","Thursday","first of month","","","Sunday","every other week","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2017/8/31"
"1000794084","Matthews Farmers Market","94923 Madison Avenue","Matthews","NC","28105","35.120727","-80.710429","SUNDAY","WEEKLY","SATURDAY","WEEKLY","SUNDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2016/10/6"
"1000679821","KYS Farmers Market","7878 Lincoln Street","Philadelphia","PA","19144","39.950132","-75.159235","Friday","weekly","","","Saturday","weekly","","","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2014 Jun 15"
"1000945849","Brooklyn Farmers Market","166 11th Street","Brooklyn","NY","11209","40.64058","-73.942015","","","","","","","","","WEDNESDAY","EVERY OTHER WEEK","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2017 Sep 05"
"1000122908","Hillcrest Drive Farmers Market","8741 Hillcrest Drive","Elyria","OH","44035","41.369298","-82.099802","SATURDAY","WEEKLY","SUNDAY","WEEKLY","SATURDAY","EVERY OTHER WEEK","","","","","","","false","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2015/1/12"
"1000167498","Morrison Farmers Market","41678 Essex CT","Morrison","IL","61270","41.80224","-89.960234","Sunday","every other week","","","Saturday","every other week","Sunday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2017/6/25"
"1000550139","Park DR Farmers Market","838 Park DR","Saluda","SC","29138","33.999231","-81.771969","","","","","SATURDAY","WEEKLY","FRIDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2012/3/31"
"1000239049","Aspen CT Farmers Market","60409 Aspen CT","Corpus Christi","TX","78418","27.799724","-97.389111","SATURDAY","EVERY OTHER WEEK","TUESDAY","WEEKLY","SATURDAY","WEEKLY","FRIDAY","WEEKLY","SUNDAY","EVERY OTHER WEEK","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2012/3/30"
"1000552748","Meadow Lane Farmers Market","387 Meadow Lane","Gainesville","GA","30507","34.292129","-83.828098","Sunday","every other week","","","Saturday","weekly","Friday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2015 Dec 07"
"1000804009","Illinois Home Grown Market","4003 Madison Street","New Douglas","IL","62074","38.971212","-89.661244","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012 Jul 22"
"1000388063","Grant Street Farmers Market","671 Grant Street","Plainfield","IL","60544","41.61029","-88.200879","SATURDAY","FIRST OF MONTH","","","SUNDAY","WEEKLY","FRIDAY","EVERY OTHER WEEK","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017 Feb 03"
"1000688804","Ohio Home Grown Market","6141 Park Place","Troy","OH","45373","40.039679","-84.21112","Saturday","every other week","Wednesday","weekly","Sunday","weekly","Wednesday","weekly","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/10/22"
"1000481458","Willow Street Market","894 Willow Street","Kansas City","MO","64154","39.08776","-94.580769","SUNDAY","WEEKLY","","","WEDNESDAY","EVERY OTHER WEEK","","","SUNDAY","FIRST OF MONTH","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2012 Oct 27"
"1000158154","BDB Farmers Market","9960 Cambridge Court","Bushnell","FL","33513","28.660662","-82.109265","Sunday","weekly","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2016/7/21"
"1000623316","Denton Market","8639 Canterbury CT","Denton","TX","76210","33.139263","-97.061059","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","WEDNESDAY","EVERY OTHER WEEK","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014/11/26"
"1000412372","Maine Home Grown Farmers Market","7407 Oak Avenue","Portland","ME","4102","43.661021","-70.250383","","","","","","","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2016/5/31"
"1000390027","Central Avenue Farmers Market","7452 Central Avenue","Mascoutah","IL","62258","38.500526","-89.800145","SATURDAY","WEEKLY","","","MONDAY","WEEKLY","FRIDAY","EVERY OTHER WEEK","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013/10/24"
"1000291051","7th Avenue Market","1346 7th Avenue","Ottawa","IL","61350","41.352078","-88.830923","","","","","","","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/8/16"
"1000554663","Creek RD Farmers Market","8818 Creek RD","San Antonio","TX","78245","29.45026","-98.501457","Saturday","weekly","","","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:Y","2016/3/1"
"1000934330","Academy ST Farmers Market","89467 Academy ST","New York","NY","10019","40.711272","-73.987888","SUNDAY","WEEKLY","","","SUNDAY","FIRST OF MONTH","WEDNESDAY","FIRST OF MONTH","SUNDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012 May 08"
"1000911099","Charles ST Farmers Market","629 Charles ST","Kingsport","TN","37664","36.519984","-82.550058","SATURDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013 Sep 15"
"1000960565","Orange Street Farmers Market","5285 Orange Street","Union","NJ","7083","40.689448","-74.261269","","","","","Saturday","weekly","Friday","weekly","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2013 Jul 11"
"1000239617","Front Street North Market","538 Front Street North","Perrysburg","OH","43551","41.549946","-83.618616","","","","","Wednesday","weekly","","","Sunday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2017/1/21"
"1000759979","Adams ST Market","210 Adams ST","Shawnee","OK","74804","35.329406","-96.910464","Sunday","weekly","Saturday","first of month","Saturday","weekly","Thursday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2016 May 14"
"1000255118","Linden ST Farmers Market","4765 Linden ST","Fairhope","AL","36532","30.509636","-87.881078","Saturday","every other week","","","Friday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2014/10/9"
"1000418212","Walnut AVE Farmers Market","327 Walnut AVE","Hyde Park","NY","12538","41.781668","-73.929495","SUNDAY","EVERY OTHER WEEK","FRIDAY","WEEKLY","SUNDAY","WEEKLY","FRIDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2017/1/18"
"1000514915","Tupelo Farmers Market","9012 Sunset Drive","Tupelo","MS","38801","34.26065","-88.730575","Sunday","every other week","","","Thursday","weekly","Saturday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2012 Sep 10"
"1000113806","Minnesota Home Grown Market","3828 Cherry Lane","Hokah","MN","55941","43.759637","-91.348918","Saturday","every other week","","","Sunday","every other week","Saturday","weekly","Wednesday","weekly","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013 Jul 08"
"1000124864","School Street Farmers Market","854 School Street","South Ozone Park","NY","11420","40.669215","-73.809909","SUNDAY","WEEKLY","","","FRIDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2017/11/2"
"1000506349","Oak ST Farmers Market","32824 Oak ST","Albany","NY","12211","42.659049","-73.790333","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","Saturday","every other week","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017/8/23"
"1000096497","KXK Farmers Market","8011 Broadway","New York","NY","10025","40.710761","-73.987919","SATURDAY","WEEKLY","FRIDAY","WEEKLY","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2014/8/5"
